query_id,total_relevant,P@10_VSM,R@10_VSM,AP_VSM,NDCG@10_VSM,RR_VSM,P@10_BM25,R@10_BM25,AP_BM25,NDCG@10_BM25,RR_BM25,AP_Diff (BM25 - VSM)
41,3,0.3,1.0,0.7916666666666666,0.863557709796547,1.0,0.3,1.0,0.8333333333333334,0.8854120878660808,1.0,0.04166666666666674
42,5,0.3,0.6,0.22326183326183324,0.3956859757277974,0.2,0.3,0.6,0.1862629399585921,0.36779039680179115,0.16666666666666666,-0.03699889330324113
43,6,0.5,0.8333333333333334,0.6240714285714285,0.78815689157463,1.0,0.4,0.6666666666666666,0.5354385964912282,0.8528789066081007,1.0,-0.08863283208020034
44,3,0.0,0.0,0.0021882213085149386,0.0,0.0012135922330097086,0.0,0.0,0.0021882213085149386,0.0,0.0012135922330097086,0.0
45,12,0.2,0.16666666666666666,0.23097706065861398,0.41142534120339247,1.0,0.1,0.08333333333333333,0.2051258119434085,0.347318750845473,1.0,-0.02585124871520547
46,15,0.5,0.3333333333333333,0.29638778374505814,0.42374077447979497,0.5,0.6,0.4,0.38088622470810324,0.6449809625149692,1.0,0.0844984409630451
47,14,0.5,0.35714285714285715,0.3527343338267707,0.3577954992005145,0.3333333333333333,0.6,0.42857142857142855,0.4277035993954409,0.45924298457911633,0.5,0.07496926556867017
48,11,0.3,0.2727272727272727,0.1809455650048116,0.3888887088350006,0.5,0.3,0.2727272727272727,0.2275435233713071,0.4411579622533163,0.5,0.046597958366495495
49,2,0.1,0.5,0.1419491525423729,0.35583989829307827,0.25,0.1,0.5,0.13125,0.3196311965446524,0.2,-0.010699152542372886
50,6,0.1,0.16666666666666666,0.061707199015804154,0.23030401235885975,0.25,0.1,0.16666666666666666,0.10075698820525614,0.3373892798208238,0.5,0.03904978918945198
51,10,0.5,0.5,0.4927220077220077,0.5006604444446808,1.0,0.6,0.6,0.4999728940722513,0.41973362430130684,1.0,0.007250886350243624
52,4,0.4,1.0,0.7708333333333333,0.6521186996263962,1.0,0.4,1.0,0.5791666666666666,0.5974463423774453,0.5,-0.19166666666666665
53,10,0.2,0.2,0.23547271332896513,0.17375200665068735,1.0,0.2,0.2,0.28110086163824577,0.1666829188108014,1.0,0.045628148309280636
54,9,0.1,0.1111111111111111,0.09219709201546254,0.22536308550348808,0.3333333333333333,0.1,0.1111111111111111,0.14194932004923086,0.2843765520016381,0.5,0.04975222803376832
55,10,0.4,0.4,0.3659754378763,0.4287795489035158,1.0,0.4,0.4,0.3435020359063198,0.29398346123334784,0.5,-0.02247340196998021
56,10,0.2,0.2,0.14542459862573923,0.12692775044674134,0.25,0.2,0.2,0.14793442803098994,0.1399007870751711,0.5,0.002509829405250713
57,14,0.2,0.14285714285714285,0.10142446984382847,0.2840414983463287,0.25,0.1,0.07142857142857142,0.07959741238085856,0.25609558788943804,0.3333333333333333,-0.02182705746296991
58,9,0.3,0.3333333333333333,0.2346910567057709,0.23380790199511298,0.16666666666666666,0.1,0.1111111111111111,0.14096086189687307,0.15751652718763093,0.1111111111111111,-0.09373019480889783
59,4,0.1,0.25,0.1910425101214575,0.16198704243977863,0.5,0.2,0.5,0.32186903826731006,0.33095887069261837,1.0,0.13082652814585255
60,5,0.3,0.6,0.4197435897435898,0.40135327723454,1.0,0.3,0.6,0.35865196588308723,0.3107872627637887,0.5,-0.06109162386050254
61,5,0.3,0.6,0.547047619047619,0.6680082617193098,1.0,0.3,0.6,0.5469696969696971,0.5700154521942306,1.0,-7.79220779218992e-05
62,5,0.1,0.2,0.05396759364573546,0.03559803525469642,0.1111111111111111,0.0,0.0,0.03131161950166475,0.0,0.07692307692307693,-0.02265597414407071
63,3,0.0,0.0,0.035856430593272696,0.0,0.045454545454545456,0.0,0.0,0.04866871479774706,0.0,0.047619047619047616,0.012812284204474361
64,2,0.2,1.0,0.6428571428571428,0.8927111449616782,1.0,0.1,0.5,0.5333333333333333,0.7725384908322216,1.0,-0.10952380952380947
65,15,0.5,0.3333333333333333,0.3749276767510445,0.5405773193845937,1.0,0.5,0.3333333333333333,0.23758431907844368,0.3837647474621792,0.5,-0.1373433576726008
66,5,0.1,0.2,0.1865277777777778,0.17619576228078432,0.2,0.1,0.2,0.08946572826422639,0.1518198127606022,0.14285714285714285,-0.09706204951355141
